"","term","pos.neg"
"2432","injustic","negative"
"2434","innuendo","negative"
"2435","inoper","negative"
"2436","inopportun","negative"
"2437","inordin","negative"
"2439","insan","negative"
"2442","insati","negative"
"2443","insecur","negative"
"2445","insens","negative"
"2446","insensit","negative"
"2449","insidi","negative"
"2451","insignific","negative"
"2454","insincer","negative"
"2457","insinu","negative"
"2460","insoci","negative"
"2461","insol","negative"
"2464","insolv","negative"
"2466","instabl","negative"
"2471","insubordin","negative"
"2472","insubstanti","negative"
"2474","insuffer","negative"
"2476","insuffici","negative"
"2479","insular","negative"
"2480","insult","negative"
"2485","insupport","negative"
"2487","insurmount","negative"
"2489","insurrect","negative"
"2490","intefer","negative"
"2492","intens","negative"
"2493","interfer","negative"
"2496","intermitt","negative"
"2497","interrupt","negative"
"2500","intimid","negative"
"2504","intoler","negative"
"2507","intox","negative"
"2508","intract","negative"
"2509","intransig","negative"
"2511","intrud","negative"
"2512","intrus","negative"
"2514","inund","negative"
"2517","invalid","negative"
"2521","invect","negative"
"2522","inveigl","negative"
"2523","invidi","negative"
"2526","invis","negative"
"2527","involuntarili","negative"
"2529","irasc","negative"
"2530","irat","negative"
"2532","ire","negative"
"2533","irk","negative"
"2537","irksom","negative"
"2546","irragular","negative"
"2552","irreconcil","negative"
"2553","irrecover","negative"
"2557","irredeem","negative"
"2559","irreform","negative"
"2560","irregular","negative"
"2564","irrepar","negative"
"2567","irresolut","negative"
"2568","irresolv","negative"
"2569","irrespons","negative"
"2571","irret","negative"
"2572","irretriev","negative"
"2573","irrevers","negative"
"2574","irrit","negative"
"2582","isol","negative"
"2585","issu","negative"
"2587","itch","negative"
"2589","itchi","negative"
"2590","jabber","negative"
"2591","jade","negative"
"2592","jag","negative"
"2593","jam","negative"
"2595","jaundic","negative"
"2596","jealous","negative"
"2599","jealousi","negative"
"2600","jeer","negative"
"2604","jeopard","negative"
"2605","jeopardi","negative"
"2606","jerk","negative"
"2607","jerki","negative"
"2608","jitter","negative"
"2610","jitteri","negative"
"2611","job-kil","negative"
"2612","jobless","negative"
"2614","joker","negative"
"2615","jolt","negative"
"2616","judder","negative"
"2619","jumpi","negative"
"2620","junk","negative"
"2621","junki","negative"
"2622","junkyard","negative"
"2623","jutter","negative"
"2625","kaput","negative"
"2626","kill","negative"
"2628","killer","negative"
"2630","killjoy","negative"
"2632","knave","negative"
"2635","knot","negative"
"2636","kook","negative"
"2638","lack","negative"
"2639","lackadais","negative"
"2641","lackey","negative"
"2644","lacklust","negative"
"2646","lacon","negative"
"2647","lag","negative"
"2650","laggi","negative"
"2652","laid-off","negative"
"2653","lambast","negative"
"2656","lame-duck","negative"
"2657","lament","negative"
"2660","languid","negative"
"2661","languish","negative"
"2665","lanki","negative"
"2666","laps","negative"
"2670","last-ditch","negative"
"2672","laughabl","negative"
"2674","laughingstock","negative"
"2675","lawbreak","negative"
"2677","lawless","negative"
"2679","layoff","negative"
"2680","layoff-happi","negative"
"2681","lazi","negative"
"2682","leak","negative"
"2683","leakag","negative"
"2687","leaki","negative"
"2691","lecheri","negative"
"2692","leech","negative"
"2693","leer","negative"
"2694","leeri","negative"
"2695","left-lean","negative"
"2696","lemon","negative"
"2697","lengthi","negative"
"2698","less-develop","negative"
"2699","lesser-known","negative"
"2700","letch","negative"
"2701","lethal","negative"
"2702","letharg","negative"
"2703","lethargi","negative"
"2704","lewd","negative"
"2707","liabil","negative"
"2709","liar","negative"
"2711","licenti","negative"
"2714","lie","negative"
"2716","lier","negative"
"2718","life-threaten","negative"
"2719","lifeless","negative"
"2727","litigi","negative"
"2728","little-known","negative"
"2729","livid","negative"
"2731","loath","negative"
"2735","loathsom","negative"
"2737","lone","negative"
"2738","loneli","negative"
"2740","loner","negative"
"2741","lonesom","negative"
"2742","long-tim","negative"
"2743","long-wind","negative"
"2746","loophol","negative"
"2749","loot","negative"
"2750","lorn","negative"
"2751","lose","negative"
"2752","loser","negative"
"2756","loss","negative"
"2758","lost","negative"
"2760","louder","negative"
"2761","lousi","negative"
"2762","loveless","negative"
"2763","lovelorn","negative"
"2764","low-rat","negative"
"2765","lowli","negative"
"2766","ludicr","negative"
"2768","lugubri","negative"
"2769","lukewarm","negative"
"2771","lumpi","negative"
"2772","lunat","negative"
"2773","lunatic","negative"
"2774","lurch","negative"
"2777","lurk","negative"
"2780","macabr","negative"
"2781","mad","negative"
"2782","madden","negative"
"2785","madder","negative"
"2787","madman","negative"
"2789","maladjust","negative"
"2791","maladi","negative"
"2792","malais","negative"
"2793","malcont","negative"
"2796","malevol","negative"
"2799","malic","negative"
"2800","malici","negative"
"2803","malign","negative"
"2805","malodor","negative"
"2806","maltreat","negative"
"2807","mangl","negative"
"2811","mania","negative"
"2812","maniac","negative"
"2814","manic","negative"
"2819","mar","negative"
"2822","martyrdom","negative"
"2823","martyrdom-seek","negative"
"2824","mash","negative"
"2825","massacr","negative"
"2828","mawkish","negative"
"2831","meager","negative"
"2832","meaningless","negative"
"2834","measli","negative"
"2835","meddl","negative"
"2836","meddlesom","negative"
"2839","melancholi","negative"
"2840","melodramat","negative"
"2843","menac","negative"
"2846","mendaci","negative"
"2847","mendac","negative"
"2848","menial","negative"
"2849","merciless","negative"
"2851","mess","negative"
"2855","messi","negative"
"2856","midget","negative"
"2857","miff","negative"
"2858","milit","negative"
"2861","mirag","negative"
"2862","mire","negative"
"2863","misalign","negative"
"2866","misapprehend","negative"
"2867","misbecom","negative"
"2869","misbegotten","negative"
"2870","misbehav","negative"
"2871","misbehavior","negative"
"2872","miscalcul","negative"
"2874","miscellan","negative"
"2875","mischief","negative"
"2878","misconcept","negative"
"2880","miscreant","negative"
"2882","misdirect","negative"
"2883","miser","negative"
"2887","miseri","negative"
"2890","misfit","negative"
"2891","misfortun","negative"
"2892","misgiv","negative"
"2894","misguid","negative"
"2897","mishandl","negative"
"2898","mishap","negative"
"2899","misinform","negative"
"2901","misinterpret","negative"
"2902","misjudg","negative"
"2904","mislead","negative"
"2907","mislik","negative"
"2908","mismanag","negative"
"2909","mispronounc","negative"
"2912","misread","negative"
"2914","misrepres","negative"
"2915","misrepresent","negative"
"2916","miss","negative"
"2919","misstat","negative"
"2920","mist","negative"
"2921","mistak","negative"
"2922","mistaken","negative"
"2925","mistifi","negative"
"2927","mistrust","negative"
"2931","misunderstand","negative"
"2934","misunderstood","negative"
"2935","misus","negative"
"2936","moan","negative"
"2937","mobster","negative"
"2938","mock","negative"
"2940","mockeri","negative"
"2945","molest","negative"
"2947","monoton","negative"
"2948","monotoni","negative"
"2949","monster","negative"
"2950","monstros","negative"
"2952","monstrous","negative"
"2954","moodi","negative"
"2955","moot","negative"
"2956","mope","negative"
"2957","morbid","negative"
"2959","mordant","negative"
"2961","moribund","negative"
"2962","moron","negative"
"2965","mortif","negative"
"2966","mortifi","negative"
"2969","motionless","negative"
"2970","motley","negative"
"2971","mourn","negative"
"2972","mourner","negative"
"2975","muddl","negative"
"2976","muddi","negative"
"2977","mudsling","negative"
"2979","mulish","negative"
"2980","multi-polar","negative"
"2982","murder","negative"
"2986","murki","negative"
"2987","muscle-flex","negative"
"2988","mushi","negative"
"2994","myth","negative"
"2995","nag","negative"
"2997","naiv","negative"
"3000","nastili","negative"
"3001","nasti","negative"
"3003","naughti","negative"
"3004","nauseat","negative"
"3008","naïv","negative"
"3009","nebul","negative"
"3011","needless","negative"
"3014","nefari","negative"
"3016","negativ","negative"
"3018","negat","negative"
"3021","negativelect","negative"
"3023","negativelig","negative"
"3025","nemesi","negative"
"3026","nepot","negative"
"3027","nervous","negative"
"3030","nettl","negative"
"3031","nettlesom","negative"
"3032","neurot","negative"
"3034","niggl","negative"
"3036","nightmar","negative"
"3037","nightmarish","negative"
"3039","nitpick","negative"
"3043","noisier","negative"
"3044","noisi","negative"
"3045","non-confid","negative"
"3046","nonexist","negative"
"3047","nonrespons","negative"
"3048","nonsens","negative"
"3049","nosey","negative"
"3050","notorieti","negative"
"3051","notori","negative"
"3053","noxious","negative"
"3054","nuisanc","negative"
"3055","numb","negative"
"3059","objection","negative"
"3065","obnoxi","negative"
"3067","obscen","negative"
"3070","obscur","negative"
"3078","obsolet","negative"
"3079","obstacl","negative"
"3080","obstin","negative"
"3082","obstruct","negative"
"3087","obtrus","negative"
"3088","obtus","negative"
"3089","occlud","negative"
"3094","odder","negative"
"3095","oddest","negative"
"3100","offenc","negative"
"3101","offend","negative"
"3104","offens","negative"
"3109","omin","negative"
"3111","omiss","negative"
"3112","omit","negative"
"3113","one-sid","negative"
"3114","oner","negative"
"3116","onslaught","negative"
"3118","oppon","negative"
"3120","oppositive","negative"
"3121","oppositiveit","negative"
"3123","oppress","negative"
"3128","oppressor","negative"
"3129","ordeal","negative"
"3130","orphan","negative"
"3131","ostrac","negative"
"3132","outbreak","negative"
"3133","outburst","negative"
"3135","outcast","negative"
"3136","outcri","negative"
"3137","outlaw","negative"
"3138","outmod","negative"
"3139","outrag","negative"
"3145","outsid","negative"
"3146","over-act","negative"
"3147","over-aw","negative"
"3148","over-balanc","negative"
"3149","over-hyp","negative"
"3150","over-pr","negative"
"3151","over-valu","negative"
"3152","overact","negative"
"3154","overaw","negative"
"3155","overbal","negative"
"3156","overbalanc","negative"
"3157","overbear","negative"
"3159","overblown","negative"
"3160","overdo","negative"
"3161","overdon","negative"
"3162","overdu","negative"
"3163","overemphas","negative"
"3164","overheat","negative"
"3165","overkil","negative"
"3166","overload","negative"
"3167","overlook","negative"
"3168","overpaid","negative"
"3169","overpay","negative"
"3170","overplay","negative"
"3171","overpow","negative"
"3172","overpr","negative"
"3173","overr","negative"
